USER ID,Income,Age,Age Interval,Customer_Days,Estado_Civil,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,Kidhome,Teenhome,Recency,MntWines,Wines Inverval,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,AcceptedCmpOverall,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Z_CostContact,Z_Revenue,MntRegularProds,MntTotal,,,,,,
216,"R$ 79.930,00",48,40-50,2849,Casado,0,1,0,0,0,0,0,0,0,1,0,0,72,"R$ 792,00",751-R$1000,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,0,3,11,"R$ 1.719,00","R$ 1.736,00",,,,,,
103,"R$ 68.126,00",29,20-30,2755,Solteiro,0,0,1,0,0,0,0,0,0,1,0,0,40,"R$ 1.332,00",1251-R$1500,17,311,23,51,86,1,7,4,5,9,0,1,1,0,1,0,0,0,3,11,"R$ 1.648,00","R$ 1.734,00",,,,,,
21,"R$ 2.447,00",41,40-50,2698,Casado,0,1,0,0,0,0,0,1,0,0,1,0,42,"R$ 1,00",0-R$250,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,0,0,3,11,"R$ 1.728,00","R$ 1.729,00",,,,,,
905,"R$ 83.033,00",34,30-40,2201,Juntos,0,0,0,1,0,0,0,1,0,0,1,0,82,"R$ 812,00",751-R$1000,99,431,237,149,33,1,11,4,10,5,0,0,1,0,0,0,1,0,3,11,"R$ 1.695,00","R$ 1.728,00",,,,,,
1242,"R$ 90.687,00",37,30-40,2562,Divorciado,1,0,0,0,0,0,0,0,0,1,0,0,98,"R$ 982,00",751-R$1000,17,672,23,34,51,1,6,2,8,2,0,1,1,0,0,1,0,0,3,11,"R$ 1.677,00","R$ 1.728,00",,,,,,
851,"R$ 70.123,00",37,30-40,2433,Juntos,0,0,0,1,0,0,0,0,0,1,0,0,27,"R$ 1.308,00",1251-R$1500,0,396,23,0,0,1,5,7,4,3,0,0,2,0,1,0,0,1,3,11,"R$ 1.727,00","R$ 1.727,00",,,,,,
450,"R$ 75.261,00",65,60-70,2591,Juntos,0,0,0,1,0,0,0,0,0,1,0,0,17,"R$ 1.239,00",1001-R$1250,17,413,23,34,17,1,5,6,5,2,0,1,2,0,1,1,0,0,3,11,"R$ 1.709,00","R$ 1.726,00",,,,,,
1134,"R$ 83.145,00",46,40-50,2804,Juntos,0,0,0,1,0,0,0,1,0,0,0,0,14,"R$ 777,00",751-R$1000,35,731,39,137,114,1,5,9,11,2,0,1,1,0,0,1,0,0,3,11,"R$ 1.605,00","R$ 1.719,00",,,,,,
279,"R$ 82.497,00",40,30-40,2765,Casado,0,1,0,0,0,0,0,1,0,0,0,0,32,"R$ 777,00",751-R$1000,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,1,0,0,3,11,"R$ 1.513,00","R$ 1.716,00",,,,,,
734,"R$ 80.952,00",51,50-60,2645,Casado,0,1,0,0,0,0,0,1,0,0,0,0,20,"R$ 778,00",751-R$1000,178,689,41,27,44,1,8,5,11,8,0,1,3,0,1,1,1,0,3,11,"R$ 1.669,00","R$ 1.713,00",,,,,,
1171,"R$ 78.579,00",50,40-50,2713,Divorciado,1,0,0,0,0,0,0,0,1,0,0,0,35,"R$ 816,00",751-R$1000,66,549,216,66,99,1,5,6,4,3,0,1,0,0,0,0,0,0,3,11,"R$ 1.614,00","R$ 1.713,00",,,,,,
118,"R$ 79.607,00",36,30-40,2593,Solteiro,0,0,1,0,0,0,0,1,0,0,0,0,37,"R$ 450,00",251-R$500,133,951,173,0,216,1,3,6,6,1,0,1,0,0,0,0,0,0,3,11,"R$ 1.491,00","R$ 1.707,00",,,,,,
1898,"R$ 77.598,00",77,70-80,2430,Solteiro,0,0,1,0,0,0,0,0,1,0,0,0,53,"R$ 1.193,00",1001-R$1250,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,1,0,0,3,11,"R$ 1.669,00","R$ 1.702,00",,,,,,
352,"R$ 72.025,00",58,50-60,2748,Juntos,0,0,0,1,0,0,0,1,0,0,0,0,27,"R$ 833,00",751-R$1000,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,0,3,11,"R$ 1.466,00","R$ 1.699,00",,,,,,
704,"R$ 72.190,00",55,50-60,2660,Casado,0,1,0,0,0,0,0,1,0,0,0,0,79,"R$ 597,00",501-R$750,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,0,3,11,"R$ 1.449,00","R$ 1.698,00",,,,,,
947,"R$ 92.955,00",47,40-50,2473,Casado,0,1,0,0,0,0,0,1,0,0,0,0,35,"R$ 693,00",501-R$750,21,925,31,24,84,1,6,7,9,2,0,1,2,0,0,1,1,0,3,11,"R$ 1.610,00","R$ 1.694,00",,,,,,
108,"R$ 90.765,00",50,40-50,2315,Casado,0,1,0,0,0,0,0,1,0,0,0,0,25,"R$ 547,00",501-R$750,99,812,151,82,33,0,4,6,5,1,0,0,2,0,0,1,1,0,3,11,"R$ 1.658,00","R$ 1.691,00",,,,,,
1940,"R$ 74.485,00",73,70-80,2468,Juntos,0,0,0,1,0,0,0,1,0,0,0,0,58,"R$ 499,00",251-R$500,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,0,3,11,"R$ 1.636,00","R$ 1.685,00",,,,,,
476,"R$ 76.005,00",65,60-70,2651,Juntos,0,0,0,1,0,0,0,1,0,0,0,0,72,"R$ 983,00",751-R$1000,20,389,240,50,40,1,3,5,13,6,0,0,1,0,0,0,1,0,3,11,"R$ 1.642,00","R$ 1.682,00",,,,,,
1888,"R$ 77.870,00",53,50-60,2835,Casado,0,1,0,0,0,0,0,1,0,0,0,1,93,"R$ 1.017,00",1001-R$1250,50,500,65,50,133,3,5,5,5,8,0,1,2,0,1,0,1,0,3,11,"R$ 1.549,00","R$ 1.682,00",,,,,,
374,"R$ 90.300,00",41,40-50,2336,Juntos,0,0,0,1,0,0,0,1,0,0,0,0,7,"R$ 594,00",501-R$750,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,1,0,0,3,11,"R$ 1.624,00","R$ 1.681,00",,,,,,
1153,"R$ 74.214,00",30,20-30,2831,Casado,0,1,0,0,0,0,0,0,0,1,0,0,3,"R$ 863,00",751-R$1000,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,0,3,11,"R$ 1.645,00","R$ 1.678,00",,,,,,
716,"R$ 72.025,00",71,70-80,2220,Casado,0,1,0,0,0,0,0,1,0,0,0,0,46,"R$ 967,00",751-R$1000,0,617,43,50,0,1,4,8,13,2,0,1,3,0,1,1,1,0,3,11,"R$ 1.677,00","R$ 1.677,00",,,,,,
1048,"R$ 64.176,00",55,50-60,2854,Divorciado,1,0,0,0,0,1,0,0,0,0,0,1,52,"R$ 1.215,00",1001-R$1250,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,0,3,11,"R$ 1.528,00","R$ 1.677,00",,,,,,
1968,"R$ 94.472,00",62,60-70,2246,Solteiro,0,0,1,0,0,0,0,1,0,0,0,1,75,"R$ 1.017,00",1001-R$1250,33,417,108,100,16,1,5,5,5,5,0,0,2,0,1,1,0,0,3,11,"R$ 1.659,00","R$ 1.675,00",,,,,,
151,"R$ 70.356,00",75,70-80,2760,Casado,0,1,0,0,0,0,0,0,0,1,0,0,20,"R$ 1.349,00",1251-R$1500,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,0,3,11,"R$ 1.640,00","R$ 1.673,00",,,,,,
28,"R$ 84.618,00",55,50-60,2378,Casado,0,1,0,0,0,0,0,0,0,1,0,0,96,"R$ 684,00",501-R$750,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,1,0,0,3,11,"R$ 1.672,00","R$ 1.672,00",,,,,,
414,"R$ 84.865,00",59,50-60,2575,Solteiro,0,0,1,0,0,0,0,0,0,1,0,0,1,"R$ 1.248,00",1001-R$1250,16,349,43,16,16,1,2,4,9,4,0,1,4,0,1,1,1,1,3,11,"R$ 1.656,00","R$ 1.672,00",,,,,,
1187,"R$ 84.618,00",55,50-60,2378,Casado,0,1,0,0,0,0,0,0,0,1,0,0,96,"R$ 684,00",501-R$750,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,1,0,0,3,11,"R$ 1.672,00","R$ 1.672,00",,,,,,
1661,"R$ 78.789,00",40,30-40,2849,Divorciado,1,0,0,0,0,0,0,0,1,0,0,0,12,"R$ 667,00",501-R$750,50,850,21,83,83,1,4,6,5,2,0,1,0,0,0,0,0,0,3,11,"R$ 1.588,00","R$ 1.671,00",,,,,,
1862,"R$ 86.979,00",49,40-50,2393,Divorciado,1,0,0,0,0,0,0,0,0,1,0,0,67,"R$ 584,00",501-R$750,100,835,65,83,35,1,5,5,5,2,0,1,1,1,0,0,0,0,3,11,"R$ 1.632,00","R$ 1.667,00",,,,,,
2040,"R$ 77.610,00",68,60-70,2767,Casado,0,1,0,0,0,0,0,0,0,1,0,1,70,"R$ 1.245,00",1001-R$1250,33,332,21,33,16,2,4,7,4,7,0,0,0,0,0,0,0,0,3,11,"R$ 1.648,00","R$ 1.664,00",,,,,,
48,"R$ 79.143,00",56,50-60,2846,Casado,0,1,0,0,0,0,0,0,1,0,0,0,2,"R$ 650,00",501-R$750,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,0,0,3,11,"R$ 1.629,00","R$ 1.661,00",,,,,,
507,"R$ 70.503,00",67,60-70,2796,Casado,0,1,0,0,0,0,0,1,0,0,0,0,73,"R$ 1.379,00",1251-R$1500,33,216,0,33,66,1,2,4,9,6,0,0,2,0,1,1,0,0,3,11,"R$ 1.595,00","R$ 1.661,00",,,,,,
541,"R$ 79.908,00",38,30-40,2609,Casado,0,1,0,0,0,0,0,1,0,0,0,0,30,"R$ 557,00",501-R$750,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,1,0,0,3,11,"R$ 1.550,00","R$ 1.661,00",,,,,,
2119,"R$ 69.209,00",48,40-50,2809,Casado,0,1,0,0,0,0,0,1,0,0,0,0,4,"R$ 496,00",251-R$500,32,849,229,48,128,2,5,3,6,4,0,0,1,0,0,0,1,0,3,11,"R$ 1.526,00","R$ 1.654,00",,,,,,
1897,"R$ 91.249,00",64,60-70,2776,Solteiro,0,0,1,0,0,0,0,1,0,0,0,0,84,"R$ 1.324,00",1251-R$1500,27,119,71,108,27,0,7,9,6,4,0,1,4,0,1,1,1,1,3,11,"R$ 1.622,00","R$ 1.649,00",,,,,,
1588,"R$ 64.509,00",30,20-30,2475,Solteiro,0,0,1,0,0,0,0,1,0,0,0,0,19,"R$ 836,00",751-R$1000,185,575,24,25,77,1,6,3,9,4,0,1,1,1,0,0,0,0,3,11,"R$ 1.568,00","R$ 1.645,00",,,,,,
856,"R$ 80.812,00",67,60-70,2444,Juntos,0,0,0,1,0,0,0,1,0,0,0,0,95,"R$ 769,00",751-R$1000,22,500,210,143,33,1,4,8,5,2,0,0,3,1,0,1,1,0,3,11,"R$ 1.611,00","R$ 1.644,00",,,,,,
570,"R$ 79.800,00",65,60-70,2803,Viúvo,0,0,0,0,1,0,0,1,0,0,0,0,65,"R$ 1.060,00",1001-R$1250,21,530,32,0,224,1,5,11,5,3,0,1,3,1,0,1,1,0,3,11,"R$ 1.419,00","R$ 1.643,00",,,,,,
1279,"R$ 78.569,00",74,70-80,2289,Casado,0,1,0,0,0,0,0,1,0,0,0,0,14,"R$ 558,00",501-R$750,79,622,207,175,95,1,4,6,4,1,0,1,1,0,0,1,0,0,3,11,"R$ 1.546,00","R$ 1.641,00",,,,,,
900,"R$ 74.637,00",66,60-70,2566,Solteiro,0,0,1,0,0,0,0,0,0,1,0,0,73,"R$ 960,00",751-R$1000,64,464,146,0,16,1,6,9,9,3,0,0,1,0,0,0,1,0,3,11,"R$ 1.618,00","R$ 1.634,00",,,,,,
1565,"R$ 75.794,00",33,30-40,2346,Casado,0,1,0,0,0,0,0,1,0,0,0,0,33,"R$ 754,00",751-R$1000,160,625,63,32,48,1,7,5,12,3,0,0,1,0,0,0,1,0,3,11,"R$ 1.586,00","R$ 1.634,00",,,,,,
2158,"R$ 89.616,00",37,30-40,2648,Solteiro,0,0,1,0,0,0,0,0,1,0,0,0,36,"R$ 671,00",501-R$750,47,655,145,111,15,1,7,5,12,2,0,1,0,0,0,0,0,0,3,11,"R$ 1.614,00","R$ 1.629,00",,,,,,
1107,"R$ 86.358,00",54,50-60,2849,Solteiro,0,0,1,0,0,0,0,1,0,0,1,1,78,"R$ 957,00",751-R$1000,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,0,3,11,"R$ 1.532,00","R$ 1.627,00",,,,,,
341,"R$ 68.462,00",51,50-60,2723,Casado,0,1,0,0,0,0,0,0,0,1,0,0,6,"R$ 561,00",501-R$750,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,0,3,11,"R$ 1.574,00","R$ 1.622,00",,,,,,
1989,"R$ 68.281,00",62,60-70,2850,Solteiro,0,0,1,0,0,0,0,1,0,0,0,0,31,"R$ 995,00",751-R$1000,112,417,42,48,41,1,2,9,13,5,0,1,0,0,0,0,0,0,3,11,"R$ 1.573,00","R$ 1.614,00",,,,,,
197,"R$ 64.497,00",66,60-70,2816,Divorciado,1,0,0,0,0,0,0,1,0,0,0,1,17,"R$ 1.170,00",1001-R$1250,48,320,42,32,192,5,11,4,9,8,0,1,1,1,0,0,0,0,3,11,"R$ 1.420,00","R$ 1.612,00",,,,,,
233,"R$ 80.134,00",48,40-50,2564,Casado,0,1,0,0,0,0,0,1,0,0,1,0,40,"R$ 1.218,00",1001-R$1250,16,272,104,0,80,2,5,3,6,6,0,1,3,0,1,1,1,0,3,11,"R$ 1.530,00","R$ 1.610,00",,,,,,
1387,"R$ 80.134,00",48,40-50,2564,Casado,0,1,0,0,0,0,0,1,0,0,1,0,40,"R$ 1.218,00",1001-R$1250,16,272,104,0,80,2,5,3,6,6,0,1,3,0,1,1,1,0,3,11,"R$ 1.530,00","R$ 1.610,00",,,,,,
1504,"R$ 74.004,00",33,30-40,2284,Solteiro,0,0,1,0,0,0,0,0,0,1,0,0,5,"R$ 784,00",751-R$1000,48,560,42,176,48,1,4,6,4,3,0,1,2,0,0,1,1,0,3,11,"R$ 1.562,00","R$ 1.610,00",,,,,,
1698,"R$ 82.571,00",58,50-60,2247,Viúvo,0,0,0,0,1,0,0,0,0,1,0,0,28,"R$ 861,00",751-R$1000,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,1,0,0,3,11,"R$ 1.528,00","R$ 1.607,00",,,,,,
18,"R$ 76.995,00",71,70-80,2617,Casado,0,1,0,0,0,0,0,0,1,0,0,1,91,"R$ 1.012,00",1001-R$1250,80,498,0,16,176,2,11,4,9,5,0,0,1,0,0,0,1,0,3,11,"R$ 1.430,00","R$ 1.606,00",,,,,,
1872,"R$ 90.933,00",66,60-70,2249,Solteiro,0,0,1,0,0,0,0,0,0,1,0,0,90,"R$ 1.020,00",1001-R$1250,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,1,0,0,3,11,"R$ 1.527,00","R$ 1.606,00",,,,,,
1936,"R$ 71.670,00",58,50-60,2514,Viúvo,0,0,0,0,1,0,0,0,0,1,0,0,8,"R$ 1.462,00",1251-R$1500,16,128,0,0,160,1,5,3,6,6,0,1,3,0,1,1,0,1,3,11,"R$ 1.446,00","R$ 1.606,00",,,,,,
684,"R$ 90.247,00",32,30-40,2220,Solteiro,0,0,1,0,0,0,0,0,1,0,0,0,27,"R$ 1.184,00",1001-R$1250,32,352,21,16,16,1,3,4,7,1,0,1,3,0,1,1,1,0,3,11,"R$ 1.589,00","R$ 1.605,00",,,,,,
807,"R$ 93.404,00",66,60-70,2577,Casado,0,1,0,0,0,0,0,1,0,0,1,2,97,"R$ 1.279,00",1251-R$1500,15,287,20,0,15,3,3,4,7,5,0,0,2,0,1,1,0,0,3,11,"R$ 1.586,00","R$ 1.601,00",,,,,,
1462,"R$ 79.419,00",50,40-50,2166,Juntos,0,0,0,1,0,0,0,0,1,0,0,0,96,"R$ 751,00",751-R$1000,127,687,20,15,31,1,4,6,4,2,0,0,0,0,0,0,0,0,3,11,"R$ 1.569,00","R$ 1.600,00",,,,,,
205,"R$ 83.790,00",72,70-80,2385,Casado,0,1,0,0,0,0,0,0,1,0,0,0,81,"R$ 1.076,00",1001-R$1250,16,417,42,48,16,1,8,10,6,3,0,0,2,0,1,1,0,0,3,11,"R$ 1.583,00","R$ 1.599,00",,,,,,
1674,"R$ 73.705,00",69,60-70,2275,Viúvo,0,0,0,0,1,0,0,0,1,0,0,2,86,"R$ 612,00",501-R$750,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,0,3,11,"R$ 1.481,00","R$ 1.588,00",,,,,,
2014,"R$ 61.416,00",38,30-40,2665,Juntos,0,0,0,1,0,0,0,1,0,0,0,0,25,"R$ 848,00",751-R$1000,154,323,201,61,78,1,10,3,10,6,0,0,1,1,0,0,0,0,3,11,"R$ 1.509,00","R$ 1.587,00",,,,,,
2031,"R$ 71.128,00",47,40-50,2790,Divorciado,1,0,0,0,0,0,0,1,0,0,1,0,80,"R$ 958,00",751-R$1000,159,447,20,0,31,3,2,10,12,7,0,0,0,0,0,0,0,0,3,11,"R$ 1.553,00","R$ 1.584,00",,,,,,
878,"R$ 78.331,00",62,60-70,2316,Divorciado,1,0,0,0,0,0,0,1,0,0,0,1,97,"R$ 756,00",751-R$1000,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,0,0,3,11,"R$ 1.516,00","R$ 1.577,00",,,,,,
1688,"R$ 80.398,00",54,50-60,2755,Casado,0,1,0,0,0,0,0,1,0,0,0,0,92,"R$ 342,00",251-R$500,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,1,0,0,3,11,"R$ 1.545,00","R$ 1.571,00",,,,,,
1783,"R$ 90.369,00",64,60-70,2221,Casado,0,1,0,0,0,0,0,1,0,0,0,0,2,"R$ 292,00",251-R$500,51,981,224,23,17,1,4,6,6,1,0,1,0,0,0,0,0,0,3,11,"R$ 1.554,00","R$ 1.571,00",,,,,,
2179,"R$ 88.325,00",39,30-40,2303,Juntos,0,0,0,1,0,0,0,1,0,0,0,0,42,"R$ 519,00",501-R$750,71,860,93,27,53,1,6,2,9,2,0,0,0,0,0,0,0,0,3,11,"R$ 1.517,00","R$ 1.570,00",,,,,,
177,"R$ 74.068,00",44,40-50,2626,Casado,0,1,0,0,0,0,0,1,0,0,0,0,14,"R$ 783,00",751-R$1000,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,0,0,3,11,"R$ 1.551,00","R$ 1.566,00",,,,,,
779,"R$ 73.926,00",47,40-50,2643,Juntos,0,0,0,1,0,0,0,1,0,0,0,0,54,"R$ 627,00",501-R$750,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,0,3,11,"R$ 1.550,00","R$ 1.565,00",,,,,,
219,"R$ 81.975,00",58,50-60,2699,Divorciado,1,0,0,0,0,1,0,0,0,0,0,1,2,"R$ 983,00",751-R$1000,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,1,0,0,3,11,"R$ 1.534,00","R$ 1.561,00",,,,,,
613,"R$ 69.084,00",50,40-50,2381,Casado,0,1,0,0,0,0,0,0,0,1,1,0,43,"R$ 1.181,00",1001-R$1250,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,0,3,11,"R$ 1.526,00","R$ 1.556,00",,,,,,
1643,"R$ 69.084,00",50,40-50,2381,Casado,0,1,0,0,0,0,0,0,0,1,1,0,43,"R$ 1.181,00",1001-R$1250,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,0,3,11,"R$ 1.526,00","R$ 1.556,00",,,,,,
1218,"R$ 84.906,00",48,40-50,2427,Juntos,0,0,0,1,0,0,0,1,0,0,0,0,98,"R$ 997,00",751-R$1000,15,414,99,30,76,1,5,6,12,2,0,0,3,0,1,1,0,1,3,11,"R$ 1.479,00","R$ 1.555,00",,,,,,
2094,"R$ 84.906,00",48,40-50,2427,Juntos,0,0,0,1,0,0,0,1,0,0,0,0,98,"R$ 997,00",751-R$1000,15,414,99,30,76,1,5,6,12,2,0,0,3,0,1,1,0,1,3,11,"R$ 1.479,00","R$ 1.555,00",,,,,,
530,"R$ 85.620,00",56,50-60,2332,Viúvo,0,0,0,0,1,0,0,1,0,0,0,0,68,"R$ 416,00",251-R$500,46,925,60,107,46,1,3,6,4,1,0,1,0,0,0,0,0,0,3,11,"R$ 1.508,00","R$ 1.554,00",,,,,,
379,"R$ 68.682,00",29,20-30,2425,Juntos,0,0,0,1,0,0,0,0,0,1,0,0,56,"R$ 919,00",751-R$1000,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,0,3,11,"R$ 1.508,00","R$ 1.553,00",,,,,,
1199,"R$ 68.682,00",29,20-30,2425,Juntos,0,0,0,1,0,0,0,0,0,1,0,0,56,"R$ 919,00",751-R$1000,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,0,3,11,"R$ 1.508,00","R$ 1.553,00",,,,,,
323,"R$ 83.003,00",55,50-60,2642,Juntos,0,0,0,1,0,0,0,1,0,0,0,0,18,"R$ 856,00",751-R$1000,61,570,40,25,122,1,7,6,8,3,0,1,1,0,0,1,0,0,3,11,"R$ 1.430,00","R$ 1.552,00",,,,,,
771,"R$ 62.847,00",75,70-80,2689,Juntos,0,0,0,1,0,0,0,0,1,0,0,0,45,"R$ 521,00",501-R$750,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,0,3,11,"R$ 1.490,00","R$ 1.551,00",,,,,,
1488,"R$ 73.538,00",55,50-60,2740,Casado,0,1,0,0,0,0,0,1,0,0,0,1,92,"R$ 811,00",751-R$1000,76,428,99,137,107,3,10,4,9,7,0,0,0,0,0,0,0,0,3,11,"R$ 1.444,00","R$ 1.551,00",,,,,,
1646,"R$ 86.610,00",69,60-70,2456,Juntos,0,0,0,1,0,0,0,1,0,0,0,0,66,"R$ 446,00",251-R$500,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,0,0,3,11,"R$ 1.497,00","R$ 1.550,00",,,,,,
1854,"R$ 70.300,00",45,40-50,2508,Divorciado,1,0,0,0,0,0,0,1,0,0,1,0,89,"R$ 1.045,00",1001-R$1250,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,0,3,11,"R$ 1.504,00","R$ 1.550,00",,,,,,
185,"R$ 80.067,00",66,60-70,2442,Casado,0,1,0,0,0,0,0,1,0,0,0,0,82,"R$ 519,00",501-R$750,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,1,0,0,3,11,"R$ 1.498,00","R$ 1.549,00",,,,,,
955,"R$ 80.573,00",49,40-50,2782,Juntos,0,0,0,1,0,0,0,0,1,0,0,0,85,"R$ 829,00",751-R$1000,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,0,3,11,"R$ 1.534,00","R$ 1.549,00",,,,,,
1887,"R$ 80.573,00",49,40-50,2782,Juntos,0,0,0,1,0,0,0,0,1,0,0,0,85,"R$ 829,00",751-R$1000,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,0,3,11,"R$ 1.534,00","R$ 1.549,00",,,,,,
2128,"R$ 60.896,00",56,50-60,2785,Casado,0,1,0,0,0,0,0,0,0,1,0,1,90,"R$ 1.013,00",1001-R$1250,30,399,60,46,153,3,9,10,4,6,0,1,0,0,0,0,0,0,3,11,"R$ 1.395,00","R$ 1.548,00",,,,,,
1828,"R$ 64.260,00",59,50-60,2693,Juntos,0,0,0,1,0,0,0,1,0,0,0,0,1,"R$ 539,00",501-R$750,169,816,20,0,30,1,4,5,4,3,0,1,0,0,0,0,0,0,3,11,"R$ 1.514,00","R$ 1.544,00",,,,,,
806,"R$ 78.353,00",61,60-70,2598,Divorciado,1,0,0,0,0,1,0,0,0,0,0,1,51,"R$ 752,00",751-R$1000,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,0,3,11,"R$ 1.508,00","R$ 1.542,00",,,,,,
1803,"R$ 80.739,00",62,60-70,2561,Casado,0,1,0,0,0,0,0,0,1,0,0,0,92,"R$ 674,00",501-R$750,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,0,3,11,"R$ 1.449,00","R$ 1.541,00",,,,,,
2155,"R$ 84.117,00",64,60-70,2208,Casado,0,1,0,0,0,0,0,0,0,1,0,0,60,"R$ 611,00",501-R$750,76,749,59,45,26,1,7,10,6,2,0,0,1,0,0,1,0,0,3,11,"R$ 1.514,00","R$ 1.540,00",,,,,,
1617,"R$ 64.140,00",56,50-60,2438,Divorciado,1,0,0,0,0,0,0,0,0,1,0,2,71,"R$ 1.459,00",1251-R$1500,0,61,0,15,215,5,2,5,6,5,0,1,3,1,0,1,0,1,3,11,"R$ 1.320,00","R$ 1.535,00",,,,,,
545,"R$ 81.741,00",40,30-40,2537,Solteiro,0,0,1,0,0,0,0,1,0,0,0,0,75,"R$ 249,00",0-R$250,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,0,3,11,"R$ 1.496,00","R$ 1.534,00",,,,,,
1,"R$ 58.138,00",63,60-70,2822,Solteiro,0,0,1,0,0,0,0,1,0,0,0,0,58,"R$ 635,00",501-R$750,88,546,172,88,88,3,8,10,4,7,0,1,0,0,0,0,0,0,3,11,"R$ 1.441,00","R$ 1.529,00",,,,,,
1933,"R$ 96.843,00",30,20-30,2591,Solteiro,0,0,1,0,0,0,0,1,0,0,0,0,60,"R$ 448,00",251-R$500,71,951,40,17,17,1,6,11,10,2,0,1,1,0,0,1,0,0,3,11,"R$ 1.510,00","R$ 1.527,00",,,,,,
629,"R$ 105.471,00",50,40-50,2683,Juntos,0,0,0,1,0,0,0,1,0,0,0,0,36,"R$ 1.009,00",1001-R$1250,181,104,202,21,207,0,9,8,13,3,0,1,2,0,0,1,1,0,3,11,"R$ 1.310,00","R$ 1.517,00",,,,,,
2023,"R$ 76.467,00",50,40-50,2840,Solteiro,0,0,1,0,0,0,0,1,0,0,1,0,44,"R$ 676,00",501-R$750,161,426,210,44,58,2,2,5,5,6,0,1,0,0,0,0,0,0,3,11,"R$ 1.459,00","R$ 1.517,00",,,,,,
617,"R$ 83.917,00",47,40-50,2596,Solteiro,0,0,1,0,0,0,0,1,0,0,0,0,12,"R$ 514,00",501-R$750,22,732,42,198,79,1,6,7,7,3,0,1,0,0,0,0,0,0,3,11,"R$ 1.429,00","R$ 1.508,00",,,,,,
1833,"R$ 70.116,00",48,40-50,2678,Casado,0,1,0,0,0,0,0,0,0,1,0,0,73,"R$ 707,00",501-R$750,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,0,3,11,"R$ 1.478,00","R$ 1.507,00",,,,,,
1300,"R$ 81.843,00",60,50-60,2592,Casado,0,1,0,0,0,0,0,0,1,0,0,0,13,"R$ 779,00",751-R$1000,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,0,3,11,"R$ 1.367,00","R$ 1.505,00",,,,,,
1047,"R$ 83.528,00",28,20-30,2218,Solteiro,0,0,1,0,0,0,0,1,0,0,0,0,7,"R$ 530,00",501-R$750,117,678,134,44,147,1,4,10,8,1,0,1,2,1,0,0,1,0,3,11,"R$ 1.356,00","R$ 1.503,00",,,,,,
