Income,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,AcceptedCmpOverall,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Z_CostContact,Z_Revenue,MntRegularProds,MntTotal,,,
"R$ 65.104,00",44,2386,0,0,0,1,0,0,0,0,1,0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,0,3,11,"R$ 953,00","R$ 1.003,00",,,
"R$ 60.093,00",46,2527,0,1,0,0,0,0,0,1,0,0,0,1,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,0,3,11,"R$ 555,00","R$ 645,00",,,
"R$ 14.045,00",51,2313,0,1,0,0,0,0,0,1,0,0,1,0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,0,3,11,"R$ 18,00","R$ 19,00",,,
"R$ 28.457,00",68,2768,0,0,0,0,1,1,0,0,0,0,0,0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0,0,3,11,"R$ 177,00","R$ 191,00",,,
"R$ 78.952,00",62,2802,0,0,0,1,0,0,0,0,0,1,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,0,3,11,"R$ 1.824,00","R$ 1.958,00",,,
"R$ 46.310,00",44,2732,1,0,0,0,0,0,0,1,0,0,1,0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0,0,3,11,"R$ 281,00","R$ 295,00",,,
"R$ 76.005,00",65,2651,0,0,0,1,0,0,0,1,0,0,0,0,72,983,20,389,240,50,40,1,3,5,13,6,0,0,1,0,0,0,1,0,3,11,"R$ 1.642,00","R$ 1.682,00",,,
"R$ 58.308,00",56,2692,0,0,1,0,0,0,0,0,1,0,0,1,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,0,3,11,"R$ 640,00","R$ 770,00",,,
"R$ 55.614,00",76,2373,1,0,0,0,0,0,0,0,0,1,0,0,85,504,13,131,8,0,26,1,9,4,6,7,0,0,1,0,1,0,0,0,3,11,"R$ 630,00","R$ 656,00",,,
"R$ 59.432,00",58,2601,1,0,0,0,0,0,0,0,1,0,0,1,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,0,3,11,"R$ 639,00","R$ 651,00",,,
"R$ 55.563,00",42,2244,1,0,0,0,0,0,0,1,0,0,0,1,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,0,3,11,"R$ 39,00","R$ 41,00",,,
"R$ 78.642,00",49,2593,0,0,0,1,0,0,0,0,0,1,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,0,3,11,"R$ 1.782,00","R$ 1.799,00",,,
"R$ 67.911,00",71,2197,0,0,0,1,0,0,0,0,0,1,0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,0,3,11,"R$ 976,00","R$ 976,00",,,
"R$ 65.275,00",76,2611,0,1,0,0,0,0,0,1,0,0,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,0,3,11,"R$ 704,00","R$ 725,00",,,
"R$ 27.203,00",70,2851,0,0,0,1,0,0,0,1,0,0,1,1,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0,0,3,11,"R$ 16,00","R$ 40,00",,,
"R$ 48.330,00",59,2385,0,0,0,1,0,0,0,0,1,0,0,1,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,0,3,11,"R$ 32,00","R$ 32,00",,,
"R$ 24.279,00",30,2706,0,1,0,0,0,0,1,0,0,0,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,0,3,11,"R$ 47,00","R$ 155,00",,,
"R$ 64.355,00",35,2833,0,1,0,0,0,0,0,0,0,1,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,0,3,11,"R$ 1.139,00","R$ 1.292,00",,,
"R$ 50.943,00",64,2532,0,0,0,1,0,0,0,0,1,0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,0,3,11,"R$ 34,00","R$ 40,00",,,
"R$ 53.653,00",67,2758,0,0,0,0,1,0,0,1,0,0,0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,0,3,11,"R$ 994,00","R$ 1.102,00",,,
"R$ 65.665,00",44,2368,0,1,0,0,0,0,0,1,0,0,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,0,3,11,"R$ 887,00","R$ 916,00",,,
"R$ 81.217,00",31,2504,0,0,1,0,0,0,0,1,0,0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,0,3,11,"R$ 989,00","R$ 1.073,00",,,
"R$ 34.935,00",28,2532,0,1,0,0,0,0,0,1,0,0,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,0,3,11,"R$ 97,00","R$ 117,00",,,
"R$ 61.250,00",61,2719,1,0,0,0,0,0,0,1,0,0,0,1,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,0,3,11,"R$ 612,00","R$ 671,00",,,
"R$ 39.665,00",39,2559,0,0,0,1,0,0,0,0,0,1,1,0,97,127,1,56,0,1,31,3,4,2,3,7,0,0,1,1,0,0,0,0,3,11,"R$ 154,00","R$ 185,00",,,
"R$ 60.152,00",41,2617,0,0,1,0,0,0,0,1,0,0,0,1,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,0,3,11,"R$ 761,00","R$ 852,00",,,
"R$ 48.920,00",56,2411,0,1,0,0,0,0,0,1,0,0,0,2,93,238,17,68,8,10,6,3,6,2,5,7,0,0,1,0,1,0,0,0,3,11,"R$ 335,00","R$ 341,00",,,
"R$ 89.120,00",61,2263,0,0,0,1,0,0,0,0,1,0,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,1,0,0,3,11,"R$ 1.814,00","R$ 1.869,00",,,
"R$ 44.124,00",74,2573,0,0,0,1,0,0,0,0,0,1,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,0,3,11,"R$ 293,00","R$ 345,00",,,
"R$ 81.169,00",45,2600,0,0,1,0,0,0,0,0,1,0,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,0,3,11,"R$ 2.035,00","R$ 2.062,00",,,
"R$ 36.443,00",59,2670,0,1,0,0,0,0,0,1,0,0,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,0,3,11,"R$ 98,00","R$ 118,00",,,
"R$ 26.095,00",30,2523,0,0,1,0,0,0,0,1,0,0,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,0,3,11,"R$ 20,00","R$ 31,00",,,
"R$ 71.367,00",61,2469,0,0,0,1,0,0,0,1,0,0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,0,3,11,"R$ 627,00","R$ 702,00",,,
"R$ 80.184,00",76,2279,0,1,0,0,0,0,0,0,1,0,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,2,0,0,1,1,0,3,11,"R$ 1.902,00","R$ 1.902,00",,,
"R$ 30.630,00",55,2312,1,0,0,0,0,0,0,1,0,0,1,1,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,0,3,11,"R$ 32,00","R$ 42,00",,,
"R$ 73.454,00",33,2279,0,0,1,0,0,0,0,0,1,0,0,0,95,982,73,351,56,14,175,1,2,4,6,5,0,0,1,1,0,0,0,0,3,11,"R$ 1.301,00","R$ 1.476,00",,,
"R$ 42.691,00",29,2476,0,1,0,0,0,0,0,1,0,0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,0,3,11,"R$ 242,00","R$ 300,00",,,
"R$ 70.503,00",67,2796,0,1,0,0,0,0,0,1,0,0,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,0,0,2,0,1,1,0,0,3,11,"R$ 1.595,00","R$ 1.661,00",,,
"R$ 25.545,00",33,2818,0,1,0,0,0,0,0,1,0,0,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,1,0,0,0,0,0,0,3,11,"R$ 40,00","R$ 125,00",,,
"R$ 32.880,00",34,2731,0,1,0,0,0,0,0,1,0,0,1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,0,3,11,"R$ 38,00","R$ 40,00",,,
"R$ 77.863,00",62,2373,0,0,0,1,0,0,0,0,0,1,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,0,3,11,"R$ 1.267,00","R$ 1.279,00",,,
"R$ 50.353,00",43,2180,0,1,0,0,0,0,0,0,1,0,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,0,3,11,"R$ 372,00","R$ 407,00",,,
"R$ 61.839,00",56,2845,0,0,1,0,0,0,0,1,0,0,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,0,3,11,"R$ 1.655,00","R$ 1.775,00",,,
"R$ 49.154,00",60,2397,0,1,0,0,0,0,0,0,0,1,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,0,3,11,"R$ 269,00","R$ 340,00",,,
"R$ 47.682,00",45,2658,0,0,0,0,1,1,0,0,0,0,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,0,3,11,"R$ 399,00","R$ 460,00",,,
"R$ 72.679,00",51,2443,0,0,1,0,0,0,0,1,0,0,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,0,3,11,"R$ 1.060,00","R$ 1.114,00",,,
"R$ 57.954,00",43,2170,0,0,0,1,0,0,0,0,1,0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,0,1,0,1,0,0,0,3,11,"R$ 475,00","R$ 484,00",,,
"R$ 65.316,00",58,2590,0,1,0,0,0,0,0,1,0,0,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,0,3,11,"R$ 184,00","R$ 222,00",,,
"R$ 28.567,00",38,2536,0,0,1,0,0,0,0,1,0,0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,0,3,11,"R$ 34,00","R$ 40,00",,,
"R$ 47.352,00",69,2603,0,0,0,1,0,0,0,0,1,0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,0,3,11,"R$ 289,00","R$ 304,00",,,
"R$ 44.931,00",53,2321,0,0,0,1,0,0,0,1,0,0,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,0,3,11,"R$ 82,00","R$ 89,00",,,
"R$ 76.982,00",53,2293,1,0,0,0,0,0,0,1,0,0,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,1,1,0,0,1,0,0,3,11,"R$ 1.002,00","R$ 1.032,00",,,
"R$ 57.247,00",68,2484,0,0,0,1,0,1,0,0,0,0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,0,3,11,"R$ 220,00","R$ 226,00",,,
"R$ 22.944,00",39,2347,0,0,1,0,0,0,0,0,1,0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,0,3,11,"R$ 24,00","R$ 50,00",,,
"R$ 25.315,00",43,2393,0,0,0,1,0,1,0,0,0,0,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,0,3,11,"R$ 10,00","R$ 32,00",,,
"R$ 43.638,00",51,2851,0,0,0,0,1,0,0,1,0,0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,0,3,11,"R$ 163,00","R$ 182,00",,,
"R$ 42.710,00",36,2737,0,0,1,0,0,0,0,0,0,1,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,0,3,11,"R$ 202,00","R$ 304,00",,,
"R$ 84.169,00",38,2485,0,1,0,0,0,0,0,0,0,1,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,2,0,1,1,0,0,3,11,"R$ 1.919,00","R$ 1.919,00",,,
"R$ 54.058,00",44,2549,0,0,0,1,0,0,0,1,0,0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,0,3,11,"R$ 554,00","R$ 608,00",,,
"R$ 24.683,00",30,2272,0,1,0,0,0,1,0,0,0,0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,0,3,11,"R$ 29,00","R$ 35,00",,,
"R$ 85.620,00",56,2332,0,0,0,0,1,0,0,1,0,0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,1,0,0,0,0,0,0,3,11,"R$ 1.508,00","R$ 1.554,00",,,
"R$ 47.850,00",40,2367,0,1,0,0,0,0,0,1,0,0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,0,3,11,"R$ 114,00","R$ 124,00",,,
"R$ 19.514,00",52,2313,0,1,0,0,0,0,0,1,0,0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,0,1,1,1,0,0,0,0,3,11,"R$ 13,00","R$ 41,00",,,
"R$ 27.159,00",47,2251,0,1,0,0,0,0,0,0,1,0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,0,3,11,"R$ 19,00","R$ 20,00",,,
"R$ 39.548,00",57,2249,0,0,1,0,0,1,0,0,0,0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,0,3,11,"R$ 18,00","R$ 36,00",,,
"R$ 21.474,00",31,2241,0,0,1,0,0,0,0,1,0,0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,0,1,1,1,0,0,0,0,3,11,"R$ 23,00","R$ 57,00",,,
"R$ 60.504,00",49,2301,0,0,1,0,0,0,0,0,0,1,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,0,3,11,"R$ 458,00","R$ 492,00",,,
"R$ 22.419,00",57,2596,0,1,0,0,0,0,0,1,0,0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,0,3,11,"R$ 78,00","R$ 120,00",,,
"R$ 81.698,00",71,2394,0,1,0,0,0,0,0,0,1,0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,1,0,0,0,0,0,0,3,11,"R$ 914,00","R$ 961,00",,,
"R$ 43.462,00",68,2814,0,0,0,1,0,0,0,1,0,0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,0,3,11,"R$ 210,00","R$ 225,00",,,
"R$ 54.880,00",42,2644,0,0,1,0,0,0,0,0,0,1,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,0,3,11,"R$ 559,00","R$ 677,00",,,
"R$ 79.908,00",38,2609,0,1,0,0,0,0,0,1,0,0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,1,0,0,3,11,"R$ 1.550,00","R$ 1.661,00",,,
"R$ 15.315,00",50,2489,0,1,0,0,0,1,0,0,0,0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,0,3,11,"R$ 30,00","R$ 47,00",,,
"R$ 87.771,00",61,2562,0,0,0,1,0,0,0,1,0,0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,4,0,1,1,1,1,3,11,"R$ 1.891,00","R$ 1.924,00",,,
"R$ 33.039,00",42,2452,0,1,0,0,0,0,0,1,0,0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,0,3,11,"R$ 54,00","R$ 66,00",,,
"R$ 81.741,00",40,2537,0,0,1,0,0,0,0,1,0,0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,0,3,11,"R$ 1.496,00","R$ 1.534,00",,,
"R$ 71.499,00",49,2528,0,0,0,1,0,0,0,0,1,0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,0,3,11,"R$ 721,00","R$ 758,00",,,
"R$ 62.466,00",50,2324,0,1,0,0,0,1,0,0,0,0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,0,3,11,"R$ 723,00","R$ 806,00",,,
"R$ 48.799,00",57,2395,1,0,0,0,0,0,0,0,0,1,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,0,3,11,"R$ 283,00","R$ 307,00",,,
"R$ 52.157,00",70,2181,0,0,0,1,0,0,0,0,0,1,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,0,3,11,"R$ 185,00","R$ 225,00",,,
"R$ 66.565,00",58,2730,0,0,1,0,0,0,0,1,0,0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,0,3,11,"R$ 981,00","R$ 1.023,00",,,
"R$ 29.298,00",69,2454,0,0,0,1,0,0,0,0,1,0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,0,3,11,"R$ 9,00","R$ 10,00",,,
"R$ 47.691,00",41,2518,0,0,1,0,0,0,0,1,0,0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,0,3,11,"R$ 13,00","R$ 17,00",,,
"R$ 38.200,00",50,2728,0,0,0,1,0,0,0,1,0,0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,0,3,11,"R$ 15,00","R$ 16,00",,,
"R$ 44.989,00",46,2814,0,1,0,0,0,0,0,1,0,0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,0,3,11,"R$ 157,00","R$ 263,00",,,
"R$ 38.443,00",52,2312,0,1,0,0,0,0,0,0,0,1,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,0,3,11,"R$ 36,00","R$ 37,00",,,
"R$ 38.593,00",42,2448,0,0,1,0,0,1,0,0,0,0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,0,3,11,"R$ 129,00","R$ 153,00",,,
"R$ 64.413,00",50,2491,0,0,0,1,0,0,0,0,0,1,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,0,3,11,"R$ 239,00","R$ 259,00",,,
"R$ 36.959,00",39,2429,0,1,0,0,0,0,0,0,1,0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,0,3,11,"R$ 62,00","R$ 62,00",,,
"R$ 61.996,00",43,2673,0,1,0,0,0,0,0,0,0,1,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,3,0,1,0,1,1,3,11,"R$ 1.182,00","R$ 1.206,00",,,
"R$ 51.287,00",52,2248,0,1,0,0,0,0,0,1,0,0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,0,3,11,"R$ 122,00","R$ 152,00",,,
"R$ 13.260,00",50,2469,0,1,0,0,0,0,0,1,0,0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,0,3,11,"R$ 35,00","R$ 42,00",,,
"R$ 47.472,00",54,2445,0,0,0,1,0,0,0,0,0,1,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,0,3,11,"R$ 59,00","R$ 67,00",,,
"R$ 54.603,00",64,2514,0,0,0,1,0,0,0,0,1,0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,0,3,11,"R$ 219,00","R$ 223,00",,,
"R$ 45.207,00",46,2755,0,1,0,0,0,0,0,0,0,1,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,0,1,0,1,0,0,0,3,11,"R$ 211,00","R$ 213,00",,,
"R$ 40.689,00",69,2627,0,0,0,1,0,0,0,1,0,0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,0,3,11,"R$ 246,00","R$ 345,00",,,
"R$ 47.821,00",53,2411,0,0,0,1,0,1,0,0,0,0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,0,3,11,"R$ 27,00","R$ 37,00",,,
"R$ 27.450,00",69,2599,0,1,0,0,0,0,0,0,1,0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,0,3,11,"R$ 39,00","R$ 91,00",,,
"R$ 39.453,00",37,2246,0,0,0,1,0,0,0,1,0,0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,0,3,11,"R$ 51,00","R$ 53,00",,,
"R$ 26.850,00",49,2231,0,0,0,1,0,1,0,0,0,0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,0,3,11,"R$ 45,00","R$ 54,00",,,
"R$ 79.800,00",65,2803,0,0,0,0,1,0,0,1,0,0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,0,1,3,1,0,1,1,0,3,11,"R$ 1.419,00","R$ 1.643,00",,,
"R$ 61.794,00",59,2447,0,1,0,0,0,0,0,0,1,0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,0,3,11,"R$ 589,00","R$ 600,00",,,
"R$ 53.863,00",65,2202,0,0,0,1,0,0,0,1,0,0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,0,1,0,1,0,0,0,3,11,"R$ 413,00","R$ 443,00",,,
"R$ 24.221,00",61,2472,0,0,0,1,0,0,0,1,0,0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,0,3,11,"R$ 11,00","R$ 33,00",,,
"R$ 39.684,00",36,2784,0,0,1,0,0,0,0,0,0,1,1,0,41,19,0,35,6,4,17,2,2,1,2,7,1,1,0,0,0,0,0,0,3,11,"R$ 47,00","R$ 64,00",,,
"R$ 92.163,00",45,2723,0,1,0,0,0,0,0,0,1,0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,1,2,0,0,1,1,0,3,11,"R$ 2.046,00","R$ 2.066,00",,,
"R$ 69.882,00",55,2390,0,0,1,0,0,0,0,0,1,0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,0,3,11,"R$ 1.148,00","R$ 1.313,00",,,
"R$ 33.178,00",43,2309,0,0,0,1,0,0,0,1,0,0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,0,3,11,"R$ 17,00","R$ 33,00",,,
"R$ 59.973,00",48,2450,0,1,0,0,0,0,0,0,0,1,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,0,3,11,"R$ 382,00","R$ 382,00",,,
"R$ 17.459,00",45,2442,0,0,0,1,0,0,0,0,1,0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,1,0,0,0,0,0,0,3,11,"R$ 9,00","R$ 39,00",,,
"R$ 23.910,00",51,2770,1,0,0,0,0,0,0,1,0,0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,0,3,11,"R$ 41,00","R$ 54,00",,,
"R$ 42.169,00",51,2412,0,1,0,0,0,0,0,0,1,0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,0,3,11,"R$ 26,00","R$ 28,00",,,
"R$ 26.224,00",42,2549,0,1,0,0,0,1,0,0,0,0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,0,3,11,"R$ 33,00","R$ 48,00",,,
"R$ 31.089,00",39,2840,0,0,0,1,0,0,0,1,0,0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,0,3,11,"R$ 71,00","R$ 75,00",,,
"R$ 30.081,00",59,2652,0,0,1,0,0,0,0,1,0,0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,0,3,11,"R$ 34,00","R$ 38,00",,,
"R$ 62.807,00",60,2826,0,0,0,1,0,0,0,1,0,0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,0,3,11,"R$ 621,00","R$ 720,00",,,
"R$ 72.906,00",65,2444,0,0,1,0,0,0,0,1,0,0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,0,3,11,"R$ 1.043,00","R$ 1.097,00",,,
"R$ 61.467,00",72,2726,0,1,0,0,0,0,0,0,0,1,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,0,3,11,"R$ 496,00","R$ 545,00",,,
"R$ 49.618,00",54,2678,0,0,0,1,0,0,0,0,1,0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,0,3,11,"R$ 101,00","R$ 115,00",,,
"R$ 21.888,00",34,2706,0,0,1,0,0,0,0,0,1,0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,1,0,0,0,0,0,0,3,11,"R$ 85,00","R$ 149,00",,,
"R$ 42.429,00",47,2297,0,0,0,0,1,0,0,1,0,0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,0,3,11,"R$ 59,00","R$ 63,00",,,
"R$ 26.150,00",64,2634,1,0,0,0,0,0,0,1,0,0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,0,3,11,"R$ 26,00","R$ 27,00",,,
"R$ 30.801,00",45,2770,0,1,0,0,0,0,1,0,0,0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,0,3,11,"R$ 23,00","R$ 34,00",,,
"R$ 81.168,00",55,2212,0,1,0,0,0,0,0,1,0,0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,1,0,0,0,1,0,3,11,"R$ 1.149,00","R$ 1.171,00",,,
"R$ 26.877,00",51,2473,0,0,1,0,0,0,0,0,1,0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,0,3,11,"R$ 188,00","R$ 228,00",,,
"R$ 45.006,00",76,2505,0,0,0,0,1,0,0,0,1,0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,0,3,11,"R$ 246,00","R$ 256,00",,,
"R$ 18.978,00",47,2724,0,1,0,0,0,0,1,0,0,0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,0,3,11,"R$ 7,00","R$ 22,00",,,
"R$ 22.574,00",53,2403,0,1,0,0,0,0,0,1,0,0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,0,3,11,"R$ 33,00","R$ 35,00",,,
"R$ 48.240,00",51,2756,0,0,1,0,0,0,0,0,0,1,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,1,0,0,0,0,0,0,3,11,"R$ 800,00","R$ 841,00",,,
"R$ 45.837,00",46,2497,0,1,0,0,0,0,0,1,0,0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,0,3,11,"R$ 325,00","R$ 349,00",,,
